pincode,city,canton,canton_code,country,country_code,longitude,latitude
78125,Gazeran,Yvelines,,France,FR,1.7715,48.6326
78125,La Boissière-École,Yvelines,,France,FR,1.6513,48.6804
78125,Raizeux,Yvelines,,France,FR,1.6834,48.6245
78125,Mittainville,Yvelines,,France,FR,1.6462,48.6707
78125,Hermeray,Yvelines,,France,FR,1.6756,48.6376
78125,Émancé,Yvelines,,France,FR,1.7312,48.5905
78125,Orcemont,Yvelines,,France,FR,1.8105,48.5879
78125,Saint-Hilarion,Yvelines,,France,FR,1.7337,48.6205
78125,Orphin,Yvelines,,France,FR,1.7807,48.5783
78125,Poigny-la-Forêt,Yvelines,,France,FR,1.7557,48.68
78125,Vieille-Église-en-Yvelines,Yvelines,,France,FR,1.8768,48.6666
78126,Aulnay-sur-Mauldre,Yvelines,,France,FR,1.8411,48.9295
78129 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78130,Chapet,Yvelines,,France,FR,1.9333,48.9667
78130,Les Mureaux,Yvelines,,France,FR,1.9097,48.9917
78131 CEDEX,Les Mureaux,Yvelines,,France,FR,1.9097,48.9917
78132 CEDEX,Les Mureaux,Yvelines,,France,FR,1.9097,48.9917
78133 CEDEX,Les Mureaux,Yvelines,,France,FR,1.9097,48.9917
78134 CEDEX,Les Mureaux,Yvelines,,France,FR,1.9097,48.9917
78135 CEDEX,Les Mureaux,Yvelines,,France,FR,1.9097,48.9917
78139 CEDEX,Les Mureaux,Yvelines,,France,FR,1.9097,48.9917
78140,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78141 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78142 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78143 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78145 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78146 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78147 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78148 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78149 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78150,Le Chesnay,Yvelines,,France,FR,2.1221,48.8222
78150,Rocquencourt,Yvelines,,France,FR,2.1023,48.8378
78151 CEDEX,Le Chesnay,Yvelines,,France,FR,2.1221,48.8222
78152 CEDEX,Le Chesnay,Yvelines,,France,FR,2.1221,48.8222
78153 CEDEX,Le Chesnay,Yvelines,,France,FR,2.1221,48.8222
78154 CEDEX,Le Chesnay,Yvelines,,France,FR,2.1221,48.8222
78155 CEDEX,Le Chesnay,Yvelines,,France,FR,2.1221,48.8222
78157 CEDEX,Le Chesnay,Yvelines,,France,FR,2.1221,48.8222
78158 CEDEX,Le Chesnay,Yvelines,,France,FR,2.1221,48.8222
78159 CEDEX,Le Chesnay,Yvelines,,France,FR,2.1221,48.8222
78160,Marly-le-Roi,Yvelines,,France,FR,2.0833,48.8667
78162 CEDEX,Marly-le-Roi,Yvelines,,France,FR,2.0833,48.8667
78163 CEDEX,Marly-le-Roi,Yvelines,,France,FR,2.0833,48.8667
78164 CEDEX,Marly-le-Roi,Yvelines,,France,FR,2.0833,48.8667
78165 CEDEX,Marly-le-Roi,Yvelines,,France,FR,2.0833,48.8667
78166 CEDEX,Marly-le-Roi,Yvelines,,France,FR,2.0833,48.8667
78167 CEDEX,Marly-le-Roi,Yvelines,,France,FR,2.0833,48.8667
78169 CEDEX,Marly-le-Roi,Yvelines,,France,FR,2.0833,48.8667
78170,La Celle-Saint-Cloud,Yvelines,,France,FR,2.1452,48.8503
78171 CEDEX,La Celle-Saint-Cloud,Yvelines,,France,FR,2.1452,48.8503
78172 CEDEX,La Celle-Saint-Cloud,Yvelines,,France,FR,2.1452,48.8503
78173 CEDEX,La Celle-Saint-Cloud,Yvelines,,France,FR,2.1452,48.8503
78174 CEDEX,Saint-Germain-en-Laye,Yvelines,,France,FR,2.0833,48.9
78177 CITYSSIMO,Saint-Germain-en-Laye,Yvelines,,France,FR,2.0833,48.9
78179 CEDEX,La Celle-Saint-Cloud,Yvelines,,France,FR,2.1452,48.8503
78180,Montigny-le-Bretonneux,Yvelines,,France,FR,2.0341,48.7664
78181 CEDEX,Saint-Quentin-en-Yvelines,Yvelines,,France,FR,2.0191,48.7732
78182 CEDEX,Saint-Quentin-en-Yvelines,Yvelines,,France,FR,2.0191,48.7732
78183 CEDEX,Saint-Quentin-en-Yvelines,Yvelines,,France,FR,2.0191,48.7732
78184 CEDEX,Saint-Quentin-en-Yvelines,Yvelines,,France,FR,2.0191,48.7732
78185 CEDEX,Saint-Quentin-en-Yvelines,Yvelines,,France,FR,2.0191,48.7732
78186 CEDEX,Saint-Quentin-en-Yvelines,Yvelines,,France,FR,2.0191,48.7732
78188 CEDEX,Saint-Quentin-en-Yvelines,Yvelines,,France,FR,2.0191,48.7732
78189 CEDEX,Saint-Quentin-en-Yvelines,Yvelines,,France,FR,2.0191,48.7732
78190,Trappes,Yvelines,,France,FR,2.0178,48.7741
78191 CEDEX,Trappes,Yvelines,,France,FR,2.0178,48.7741
78192 CEDEX,Trappes,Yvelines,,France,FR,2.0178,48.7741
78193 CEDEX,Trappes,Yvelines,,France,FR,2.0178,48.7741
78194 CEDEX,Trappes,Yvelines,,France,FR,2.0178,48.7741
78195 CEDEX,Trappes,Yvelines,,France,FR,2.0178,48.7741
78196 CEDEX,Trappes,Yvelines,,France,FR,2.0178,48.7741
78197 CEDEX,Trappes,Yvelines,,France,FR,2.0178,48.7741
78198 CEDEX,Trappes,Yvelines,,France,FR,2.0178,48.7741
78199 CEDEX,Trappes,Yvelines,,France,FR,2.0178,48.7741
78200,Favrieux,Yvelines,,France,FR,1.6429,48.9435
78200,Soindres,Yvelines,,France,FR,1.6754,48.9579
78200,Boissy-Mauvoisin,Yvelines,,France,FR,1.5782,48.9632
78200,Buchelay,Yvelines,,France,FR,1.6703,48.9793
78200,Perdreauville,Yvelines,,France,FR,1.6293,48.9646
78200,Fontenay-Mauvoisin,Yvelines,,France,FR,1.6529,48.9651
78200,Jouy-Mauvoisin,Yvelines,,France,FR,1.6482,48.9759
78200,Flacourt,Yvelines,,France,FR,1.6469,48.9278
78200,Boinvilliers,Yvelines,,France,FR,1.6612,48.9176
78200,Ménerville,Yvelines,,France,FR,1.6029,48.9542
78200,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78200,Magnanville,Yvelines,,France,FR,1.6784,48.968
78201 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78202 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78203 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78204 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78205 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78206 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78207 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78208 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78209 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
78210,Saint-Cyr-l’École,Yvelines,,France,FR,2.0681,48.7987
78212 CEDEX,Saint-Cyr-l’École,Yvelines,,France,FR,2.0681,48.7987
78214 CEDEX,Saint-Cyr-l’École,Yvelines,,France,FR,2.0681,48.7987
78219 CEDEX,Saint-Cyr-l’École,Yvelines,,France,FR,2.0681,48.7987
78220,Viroflay,Yvelines,,France,FR,2.1618,48.8008
78221 CEDEX,Viroflay,Yvelines,,France,FR,2.1618,48.8008
78222 CEDEX,Viroflay,Yvelines,,France,FR,2.1618,48.8008
78223 CEDEX,Viroflay,Yvelines,,France,FR,2.1618,48.8008
78229 CEDEX,Viroflay,Yvelines,,France,FR,2.1618,48.8008
78230,Le Pecq,Yvelines,,France,FR,2.1037,48.8932
78231 CEDEX,Le Pecq,Yvelines,,France,FR,2.1037,48.8932
78232 CEDEX,Le Pecq,Yvelines,,France,FR,2.1037,48.8932
78233 CEDEX,Le Pecq,Yvelines,,France,FR,2.1037,48.8932
78234 CEDEX,Le Pecq,Yvelines,,France,FR,2.1037,48.8932
78239 CEDEX,Le Pecq,Yvelines,,France,FR,2.1037,48.8932
78240,Chambourcy,Yvelines,,France,FR,2.041,48.9066
78240,Aigremont,Yvelines,,France,FR,2.0192,48.9045
78241 CEDEX,Chambourcy,Yvelines,,France,FR,2.041,48.9066
78242 CEDEX,Chambourcy,Yvelines,,France,FR,2.041,48.9066
78243 CEDEX,Chambourcy,Yvelines,,France,FR,2.041,48.9066
78244 CEDEX,Chambourcy,Yvelines,,France,FR,2.041,48.9066
78249 CEDEX,Chambourcy,Yvelines,,France,FR,2.041,48.9066
78250,Mézy-sur-Seine,Yvelines,,France,FR,1.8833,49
78250,Oinville-sur-Montcient,Yvelines,,France,FR,1.8493,49.0272
78250,Gaillon-sur-Montcient,Yvelines,,France,FR,1.9,49.0333
78250,Meulan-en-Yvelines,Yvelines,,France,FR,1.906,49.0077
78250,Hardricourt,Yvelines,,France,FR,1.8939,49.0078
78250,Tessancourt-sur-Aubette,Yvelines,,France,FR,1.9222,49.0229
78260,Achères,Yvelines,,France,FR,2.0688,48.9612
78270,Chaufour-lès-Bonnières,Yvelines,,France,FR,1.4833,49.0167
78270,Blaru,Yvelines,,France,FR,1.4795,49.0481
78270,Gommecourt,Yvelines,,France,FR,1.6,49.0833
78270,Bonnières-sur-Seine,Yvelines,,France,FR,1.5783,49.0352
78270,La Villeneuve-en-Chevrie,Yvelines,,France,FR,1.5267,49.0147
78270,Méricourt,Yvelines,,France,FR,1.6255,49.0358
78270,Cravent,Yvelines,,France,FR,1.4894,48.9911
78270,Limetz-Villez,Yvelines,,France,FR,1.55,49.0667
78270,Port-Villez,Yvelines,,France,FR,1.5231,49.0622
78270,Bennecourt,Yvelines,,France,FR,1.5547,49.0415
78270,Mousseaux-sur-Seine,Yvelines,,France,FR,1.6472,49.0441
78270,Rolleboise,Yvelines,,France,FR,1.6078,49.0193
78270,Lommoye,Yvelines,,France,FR,1.513,48.9937
78270,Jeufosse,Yvelines,,France,FR,1.5452,49.0356
78280,Guyancourt,Yvelines,,France,FR,2.0739,48.7733
78281 CEDEX,Saint-Quentin-en-Yvelines,Yvelines,,France,FR,2.0191,48.7732
78282 CEDEX,Guyancourt,Yvelines,,France,FR,2.0739,48.7733
78283 CEDEX,Guyancourt,Yvelines,,France,FR,2.0739,48.7733
78284 CEDEX,Guyancourt,Yvelines,,France,FR,2.0739,48.7733
78285 CEDEX,Guyancourt,Yvelines,,France,FR,2.0739,48.7733
78286 CEDEX,Guyancourt,Yvelines,,France,FR,2.0739,48.7733
78287 CEDEX,Guyancourt,Yvelines,,France,FR,2.0739,48.7733
78288 CEDEX,Guyancourt,Yvelines,,France,FR,2.0739,48.7733
78289 CEDEX,Guyancourt,Yvelines,,France,FR,2.0739,48.7733
78290,Croissy-sur-Seine,Yvelines,,France,FR,2.1384,48.8792
78291 CEDEX,Croissy-sur-Seine,Yvelines,,France,FR,2.1384,48.8792
78292 CEDEX,Croissy-sur-Seine,Yvelines,,France,FR,2.1384,48.8792
78293 CEDEX,Croissy-sur-Seine,Yvelines,,France,FR,2.1384,48.8792
78294 CEDEX,Croissy-sur-Seine,Yvelines,,France,FR,2.1384,48.8792
78299 CEDEX,Croissy-sur-Seine,Yvelines,,France,FR,2.1384,48.8792
78300,Poissy,Yvelines,,France,FR,2.0495,48.929
78301 CEDEX,Poissy,Yvelines,,France,FR,2.0495,48.929
78302 CEDEX,Poissy,Yvelines,,France,FR,2.0495,48.929
78303 CEDEX,Poissy,Yvelines,,France,FR,2.0495,48.929
78304 CEDEX,Poissy,Yvelines,,France,FR,2.0495,48.929
78306 CEDEX,Poissy,Yvelines,,France,FR,2.0495,48.929
78307 CEDEX,Poissy,Yvelines,,France,FR,2.0495,48.929
78308 CEDEX,Poissy,Yvelines,,France,FR,2.0495,48.929
78309 CEDEX,Poissy,Yvelines,,France,FR,2.0495,48.929
78310,Coignières,Yvelines,,France,FR,1.9208,48.7501
78310,Maurepas,Yvelines,,France,FR,1.9292,48.7649
78311 CEDEX,Maurepas,Yvelines,,France,FR,1.9292,48.7649
78312 CEDEX,Maurepas,Yvelines,,France,FR,1.9292,48.7649
78313 CEDEX,Maurepas,Yvelines,,France,FR,1.9292,48.7649
78314 CEDEX,Maurepas,Yvelines,,France,FR,1.9292,48.7649
78315 CEDEX,Maurepas,Yvelines,,France,FR,1.9292,48.7649
78316 CEDEX,Maurepas,Yvelines,,France,FR,1.9292,48.7649
78317 CEDEX,Maurepas,Yvelines,,France,FR,1.9292,48.7649
78319 CEDEX,Maurepas,Yvelines,,France,FR,1.9292,48.7649
78320,Le Mesnil-Saint-Denis,Yvelines,,France,FR,1.9559,48.7449
78320,Lévis-Saint-Nom,Yvelines,,France,FR,1.95,48.7167
78320,La Verrière,Yvelines,,France,FR,1.9465,48.752
78321 CEDEX,Le Mesnil-Saint-Denis,Yvelines,,France,FR,1.9559,48.7449
78322 CEDEX,Le Mesnil-Saint-Denis,Yvelines,,France,FR,1.9559,48.7449
78330,Fontenay-le-Fleury,Yvelines,,France,FR,2.0486,48.8125
78331 CEDEX,Fontenay-le-Fleury,Yvelines,,France,FR,2.0486,48.8125
78339 CEDEX,Fontenay-le-Fleury,Yvelines,,France,FR,2.0486,48.8125
78340,Les Clayes-sous-Bois,Yvelines,,France,FR,1.9868,48.8221
78341 CEDEX,Les Clayes-sous-Bois,Yvelines,,France,FR,1.9868,48.8221
78342 CEDEX,Les Clayes-sous-Bois,Yvelines,,France,FR,1.9868,48.8221
78344 CEDEX,Les Clayes-sous-Bois,Yvelines,,France,FR,1.9868,48.8221
78345 CEDEX,Les Clayes-sous-Bois,Yvelines,,France,FR,1.9868,48.8221
78346 CEDEX,Les Clayes-sous-Bois,Yvelines,,France,FR,1.9868,48.8221
78349 CEDEX,Les Clayes-sous-Bois,Yvelines,,France,FR,1.9868,48.8221
78350,Les Loges-en-Josas,Yvelines,,France,FR,2.14,48.7638
78350,Jouy-en-Josas,Yvelines,,France,FR,2.1697,48.7591
78351 CEDEX,Jouy-en-Josas,Yvelines,,France,FR,2.1697,48.7591
78352 CEDEX,Jouy-en-Josas,Yvelines,,France,FR,2.1697,48.7591
78353 CEDEX,Jouy-en-Josas,Yvelines,,France,FR,2.1697,48.7591
78354 CEDEX,Jouy-en-Josas,Yvelines,,France,FR,2.1697,48.7591
78355 CEDEX,Jouy-en-Josas,Yvelines,,France,FR,2.1697,48.7591
78356 CEDEX,Jouy-en-Josas,Yvelines,,France,FR,2.1697,48.7591
78359 CEDEX,Jouy-en-Josas,Yvelines,,France,FR,2.1697,48.7591
78360,Montesson,Yvelines,,France,FR,2.1375,48.9092
78361 CEDEX,Montesson,Yvelines,,France,FR,2.1375,48.9092
78362 CEDEX,Montesson,Yvelines,,France,FR,2.1375,48.9092
78363 CEDEX,Montesson,Yvelines,,France,FR,2.1375,48.9092
78364 CEDEX,Montesson,Yvelines,,France,FR,2.1375,48.9092
78368 CEDEX,Montesson,Yvelines,,France,FR,2.1375,48.9092
78370,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78371 CEDEX,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78372 CEDEX,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78373 CEDEX,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78374 CEDEX,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78375 CEDEX,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78376 CEDEX,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78377 CEDEX,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78378 CEDEX,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78379 CEDEX,Plaisir,Yvelines,,France,FR,1.9541,48.8232
78380,Bougival,Yvelines,,France,FR,2.1415,48.8622
78390,Bois-d’Arcy,Yvelines,,France,FR,2.0232,48.7997
78391 CEDEX,Bois-d’Arcy,Yvelines,,France,FR,2.0232,48.7997
78395 CEDEX,Bois-d’Arcy,Yvelines,,France,FR,2.0232,48.7997
78400,Chatou,Yvelines,,France,FR,2.1586,48.8898
78401 CEDEX,Chatou,Yvelines,,France,FR,2.1586,48.8898
78402 CEDEX,Chatou,Yvelines,,France,FR,2.1586,48.8898
78403 CEDEX,Chatou,Yvelines,,France,FR,2.1586,48.8898
78404 CEDEX,Chatou,Yvelines,,France,FR,2.1586,48.8898
78409 CEDEX,Chatou,Yvelines,,France,FR,2.1586,48.8898
78410,Flins-sur-Seine,Yvelines,,France,FR,1.8731,48.9652
78410,Bouafle,Yvelines,,France,FR,1.9012,48.9646
78410,La Falaise,Yvelines,,France,FR,1.8299,48.9436
78410,Nézel,Yvelines,,France,FR,1.8392,48.9445
78410,Aubergenville,Yvelines,,France,FR,1.8547,48.96
78411 CEDEX,Aubergenville,Yvelines,,France,FR,1.8547,48.96
78412 CEDEX,Aubergenville,Yvelines,,France,FR,1.8547,48.96
78413 CEDEX,Aubergenville,Yvelines,,France,FR,1.8547,48.96
78415 CEDEX,Aubergenville,Yvelines,,France,FR,1.8547,48.96
78416 CEDEX,Aubergenville,Yvelines,,France,FR,1.8547,48.96
78417 CEDEX,Aubergenville,Yvelines,,France,FR,1.8547,48.96
78419 CEDEX,Aubergenville,Yvelines,,France,FR,1.8547,48.96
78420,Carrières-sur-Seine,Yvelines,,France,FR,2.1792,48.9069
78421 CEDEX,Carrières-sur-Seine,Yvelines,,France,FR,2.1792,48.9069
78422 CEDEX,Carrières-sur-Seine,Yvelines,,France,FR,2.1792,48.9069
78423 CEDEX,Carrières-sur-Seine,Yvelines,,France,FR,2.1792,48.9069
78424 CEDEX,Carrières-sur-Seine,Yvelines,,France,FR,2.1792,48.9069
78429 CEDEX,Carrières-sur-Seine,Yvelines,,France,FR,2.1792,48.9069
78430,Louveciennes,Yvelines,,France,FR,2.1146,48.8612
78431 CEDEX,Louveciennes,Yvelines,,France,FR,2.1146,48.8612
78439 CEDEX,Louveciennes,Yvelines,,France,FR,2.1146,48.8612
78440,Gargenville,Yvelines,,France,FR,1.8118,48.988
78440,Fontenay-Saint-Père,Yvelines,,France,FR,1.7578,49.0247
78440,Porcheville,Yvelines,,France,FR,1.7797,48.9725
78440,Guitrancourt,Yvelines,,France,FR,1.7765,49.0095
78440,Sailly,Yvelines,,France,FR,1.8011,49.0412
78440,Jambville,Yvelines,,France,FR,1.8528,49.0457
78440,Drocourt,Yvelines,,France,FR,1.7669,49.0571
78440,Issou,Yvelines,,France,FR,1.7929,48.9899
78440,Lainville-en-Vexin,Yvelines,,France,FR,1.8167,49.0667
78440,Brueil-en-Vexin,Yvelines,,France,FR,1.8167,49.0333
78440,Montalet-le-Bois,Yvelines,,France,FR,1.8265,49.0466
78450,Chavenay,Yvelines,,France,FR,1.9916,48.8544
78450,Villepreux,Yvelines,,France,FR,1.9976,48.8281
78451 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78457 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78458 CEDEX,Vélizy-Villacoublay,Yvelines,,France,FR,2.1939,48.782
78460,Choisel,Yvelines,,France,FR,2.0182,48.6877
78460,Chevreuse,Yvelines,,France,FR,2.0333,48.7066
78470,Milon-la-Chapelle,Yvelines,,France,FR,2.0493,48.7264
78470,Saint-Lambert,Yvelines,,France,FR,2.0197,48.7318
78470,Saint-Rémy-lès-Chevreuse,Yvelines,,France,FR,2.0769,48.7071
78471 CEDEX,Saint-Rémy-lès-Chevreuse,Yvelines,,France,FR,2.0769,48.7071
78472 CEDEX,Saint-Rémy-lès-Chevreuse,Yvelines,,France,FR,2.0769,48.7071
78479 CEDEX,Saint-Rémy-lès-Chevreuse,Yvelines,,France,FR,2.0769,48.7071
78480,Verneuil-sur-Seine,Yvelines,,France,FR,1.9648,48.9739
78490,Boissy-sans-Avoir,Yvelines,,France,FR,1.8,48.8167
78490,Galluis,Yvelines,,France,FR,1.7941,48.7966
78490,Gambaiseuil,Yvelines,,France,FR,1.7321,48.7567
78490,Méré,Yvelines,,France,FR,1.8125,48.7845
78490,Bazoches-sur-Guyonne,Yvelines,,France,FR,1.8554,48.7783
78490,Mareil-le-Guyon,Yvelines,,France,FR,1.8522,48.7896
78490,Montfort-l’Amaury,Yvelines,,France,FR,1.8131,48.7728
78490,Le Tremblay-sur-Mauldre,Yvelines,,France,FR,1.8778,48.7782
78490,Grosrouvre,Yvelines,,France,FR,1.7617,48.7821
78490,Vicq,Yvelines,,France,FR,1.8354,48.8148
78490,Les Mesnuls,Yvelines,,France,FR,1.8446,48.7565
78500,Sartrouville,Yvelines,,France,FR,2.1917,48.9482
78501 CEDEX,Sartrouville,Yvelines,,France,FR,2.1917,48.9482
78502 CEDEX,Sartrouville,Yvelines,,France,FR,2.1917,48.9482
78503 CEDEX,Sartrouville,Yvelines,,France,FR,2.1917,48.9482
78504 CEDEX,Sartrouville,Yvelines,,France,FR,2.1917,48.9482
78505 CEDEX,Sartrouville,Yvelines,,France,FR,2.1917,48.9482
78506 CEDEX,Sartrouville,Yvelines,,France,FR,2.1917,48.9482
78507 CEDEX,Sartrouville,Yvelines,,France,FR,2.1917,48.9482
78509 CEDEX,Sartrouville,Yvelines,,France,FR,2.1917,48.9482
78510,Triel-sur-Seine,Yvelines,,France,FR,2.0074,48.9782
78511 CEDEX,Rambouillet,Yvelines,,France,FR,1.8333,48.65
78512 CEDEX,Rambouillet,Yvelines,,France,FR,1.8333,48.65
78513 CEDEX,Rambouillet,Yvelines,,France,FR,1.8333,48.65
78514 CEDEX,Rambouillet,Yvelines,,France,FR,1.8333,48.65
78515 CEDEX,Rambouillet,Yvelines,,France,FR,1.8333,48.65
78519 CEDEX,Rambouillet,Yvelines,,France,FR,1.8333,48.65
78520,Saint-Martin-la-Garenne,Yvelines,,France,FR,1.6893,49.041
78520,Limay,Yvelines,,France,FR,1.7408,48.9955
78520,Guernes,Yvelines,,France,FR,1.6368,49.0112
78520,Follainville-Dennemont,Yvelines,,France,FR,1.7133,49.0219
78530,Buc,Yvelines,,France,FR,2.1258,48.7763
78531 CEDEX,Buc,Yvelines,,France,FR,2.1258,48.7763
78532 CEDEX,Buc,Yvelines,,France,FR,2.1258,48.7763
78533 CEDEX,Buc,Yvelines,,France,FR,2.1258,48.7763
78534 CEDEX,Buc,Yvelines,,France,FR,2.1258,48.7763
78535 CEDEX,Buc,Yvelines,,France,FR,2.1258,48.7763
78536 CEDEX,Buc,Yvelines,,France,FR,2.1258,48.7763
78539 CEDEX,Buc,Yvelines,,France,FR,2.1258,48.7763
78540,Vernouillet,Yvelines,,France,FR,1.9808,48.9715
78550,Bazainville,Yvelines,,France,FR,1.6673,48.8044
78550,Dannemarie,Yvelines,,France,FR,1.6084,48.7614
78550,Houdan,Yvelines,,France,FR,1.6001,48.7904
78550,Gressey,Yvelines,,France,FR,1.6091,48.8353
78550,Maulette,Yvelines,,France,FR,1.6215,48.7929
78550,Richebourg,Yvelines,,France,FR,1.6404,48.8244
78560,Le Port-Marly,Yvelines,,France,FR,2.1114,48.8902
78570,Andrésy,Yvelines,,France,FR,2.0569,48.9823
78570,Chanteloup-les-Vignes,Yvelines,,France,FR,2.0326,48.9761
78580,Les Alluets-le-Roi,Yvelines,,France,FR,1.9181,48.9138
78580,Maule,Yvelines,,France,FR,1.8526,48.9106
78580,Jumeauville,Yvelines,,France,FR,1.7874,48.911
78580,Herbeville,Yvelines,,France,FR,1.8874,48.9064
78580,Bazemont,Yvelines,,France,FR,1.8665,48.9273
78590,Noisy-le-Roi,Yvelines,,France,FR,2.0634,48.8445
78590,Rennemoulin,Yvelines,,France,FR,2.0445,48.8341
78591 CEDEX,Noisy-le-Roi,Yvelines,,France,FR,2.0634,48.8445
78592 CEDEX,Noisy-le-Roi,Yvelines,,France,FR,2.0634,48.8445
78599 CEDEX,Noisy-le-Roi,Yvelines,,France,FR,2.0634,48.8445
78600,Maisons-Laffitte,Yvelines,,France,FR,2.1452,48.9526
78600,Le Mesnil-le-Roi,Yvelines,,France,FR,2.1255,48.9382
78601 CEDEX,Maisons-Laffitte,Yvelines,,France,FR,2.1452,48.9526
78602 CEDEX,Maisons-Laffitte,Yvelines,,France,FR,2.1452,48.9526
78603 CEDEX,Maisons-Laffitte,Yvelines,,France,FR,2.1452,48.9526
78604 CEDEX,Maisons-Laffitte,Yvelines,,France,FR,2.1452,48.9526
78605 CEDEX,Maisons-Laffitte,Yvelines,,France,FR,2.1452,48.9526
78606 CEDEX,Maisons-Laffitte,Yvelines,,France,FR,2.1452,48.9526
78609 CEDEX,Maisons-Laffitte,Yvelines,,France,FR,2.1452,48.9526
78610,Auffargis,Yvelines,,France,FR,1.887,48.7005
78610,Saint-Léger-en-Yvelines,Yvelines,,France,FR,1.7664,48.7217
78610,Le Perray-en-Yvelines,Yvelines,,France,FR,1.8564,48.6944
78610,Les Bréviaires,Yvelines,,France,FR,1.8138,48.7077
78612 CEDEX,Le Perray-en-Yvelines,Yvelines,,France,FR,1.8564,48.6944
78619 CEDEX,Le Perray-en-Yvelines,Yvelines,,France,FR,1.8564,48.6944
78620,L’Étang-la-Ville,Yvelines,,France,FR,2.0573,48.8695
78630,Orgeval,Yvelines,,France,FR,1.9779,48.9216
78630,Morainvilliers,Yvelines,,France,FR,1.9362,48.929
78640,Saint-Germain-de-la-Grange,Yvelines,,France,FR,1.8988,48.8344
78640,Neauphle-le-Vieux,Yvelines,,France,FR,1.862,48.8155
78640,Villiers-Saint-Fréderic,Yvelines,,France,FR,1.8833,48.8167
78640,Neauphle-le-Château,Yvelines,,France,FR,1.9057,48.8142
78650,Saulx-Marchais,Yvelines,,France,FR,1.8376,48.838
78650,Beynes,Yvelines,,France,FR,1.8726,48.8563
78660,Saint-Martin-de-Bréthencourt,Yvelines,,France,FR,1.9283,48.5097
78660,Paray-Douaville,Yvelines,,France,FR,1.8775,48.4637
78660,Prunay-en-Yvelines,Yvelines,,France,FR,1.8,48.5333
78660,Boinville-le-Gaillard,Yvelines,,France,FR,1.8723,48.4942
78660,Ablis,Yvelines,,France,FR,1.8362,48.5172
78660,Allainville,Yvelines,,France,FR,1.8958,48.4569
78660,Orsonville,Yvelines,,France,FR,1.8364,48.4764
78670,Villennes-sur-Seine,Yvelines,,France,FR,1.9914,48.9414
78670,Médan,Yvelines,,France,FR,1.9949,48.9554
78680,Épône,Yvelines,,France,FR,1.8223,48.9548
78690,Saint-Rémy-l’Honoré,Yvelines,,France,FR,1.8808,48.7563
78690,Les Essarts-le-Roi,Yvelines,,France,FR,1.9009,48.7167
78700,Conflans-Sainte-Honorine,Yvelines,,France,FR,2.0969,49.0016
78701 CEDEX,Conflans-Sainte-Honorine,Yvelines,,France,FR,2.0969,49.0016
78702 CEDEX,Conflans-Sainte-Honorine,Yvelines,,France,FR,2.0969,49.0016
78703 CEDEX,Conflans-Sainte-Honorine,Yvelines,,France,FR,2.0969,49.0016
78705 CEDEX,Conflans-Sainte-Honorine,Yvelines,,France,FR,2.0969,49.0016
78709 CEDEX,Conflans-Sainte-Honorine,Yvelines,,France,FR,2.0969,49.0016
78710,Rosny-sur-Seine,Yvelines,,France,FR,1.6313,48.9981
78711,Mantes-la-Ville,Yvelines,,France,FR,1.7025,48.9737
78712 CEDEX,Mantes-la-Jolie,Yvelines,,France,FR,1.7167,48.9833
