"pincode","city","canton","canton_code","country","country_code","longitude","latitude","bfsnr"
5728,"Gontenschwil","Aargau","AG","Schweiz","CH",8.1411719312647,47.2675046631702,4135
5732,"Zetzwil","Aargau","AG","Schweiz","CH",8.16201748038239,47.2882709981712,4147
5733,"Leimbach AG","Aargau","AG","Schweiz","CH",8.188505,47.295491,4137
5734,"Reinach AG","Aargau","AG","Schweiz","CH",8.161962,47.260831,4141
5735,"Pfeffikon LU","Luzern","LU","Schweiz","CH",8.164853,47.243827,1097
5736,"Burg AG","Aargau","AG","Schweiz","CH",8.166391,47.232669,4133
5737,"Menziken","Aargau","AG","Schweiz","CH",8.18658778805111,47.2360243308671,4139
5742,"Kölliken","Aargau","AG","Schweiz","CH",8.02101664799018,47.3335657436365,4276
5745,"Safenwil","Aargau","AG","Schweiz","CH",7.98694805149152,47.31967393529,4283
5746,"Walterswil SO","Solothurn","SO","Schweiz","CH",7.94371,47.328668,2585
6000,"Luzern","Luzern","LU","Schweiz","CH",8.32521536164421,47.0471358210592,1061
6003,"Luzern","Luzern","LU","Schweiz","CH",8.32521536164421,47.0471358210592,1061
6004,"Luzern","Luzern","LU","Schweiz","CH",8.32521536164421,47.0471358210592,1061
6005,"Luzern","Luzern","LU","Schweiz","CH",8.32521536164421,47.0471358210592,1061
6005,"St. Niklausen LU","Luzern","LU","Schweiz","CH",8.32521536164421,47.0471358210592,1061
6006,"Luzern","Luzern","LU","Schweiz","CH",8.304375,47.049545,1061
6010,"Kriens","Luzern","LU","Schweiz","CH",8.25894954717249,47.0207495715941,1401
6010,"Pilatus Kulm","Obwalden","OW","Schweiz","CH",8.25894954717249,47.0207495715941,1401
6012,"Obernau","Luzern","LU","Schweiz","CH",8.255031,47.033384,1059
6013,"Eigenthal","Luzern","LU","Schweiz","CH",8.219494187,47.017207,1066
6014,"Luzern","Luzern","LU","Schweiz","CH",8.25150318762402,47.060661759961,1061
6015,"Luzern","Luzern","LU","Schweiz","CH",8.281367,47.065028,1061
6016,"Hellbühl","Luzern","LU","Schweiz","CH",8.202440495,47.06646,1093
6017,"Ruswil","Luzern","LU","Schweiz","CH",8.13591181067374,47.077478299841,1098
6018,"Buttisholz","Luzern","LU","Schweiz","CH",8.0922985709786,47.1142374452754,1083
6019,"Sigigen","Luzern","LU","Schweiz","CH",8.133496,47.064206,1098
6020,"Emmenbrücke","Luzern","LU","Schweiz","CH",8.16457,47.041863,1024
6022,"Grosswangen","Luzern","LU","Schweiz","CH",8.05489880328509,47.1334777515561,1086
6023,"Rothenburg","Luzern","LU","Schweiz","CH",8.2635820019853,47.1047074263182,1040
6024,"Hildisrieden","Luzern","LU","Schweiz","CH",8.23184116748708,47.1473708526981,1088
6025,"Neudorf","Luzern","LU","Schweiz","CH",8.21030719806727,47.1756274419481,1081
6026,"Rain","Luzern","LU","Schweiz","CH",8.26314009347723,47.1316248334141,1037
6027,"Römerswil LU","Luzern","LU","Schweiz","CH",8.253885,47.170303,1039
6028,"Herlisberg","Luzern","LU","Schweiz","CH",8.230507,47.197852,1039
6030,"Ebikon","Luzern","LU","Schweiz","CH",8.3315510762771,47.0782474721642,1054
6032,"Emmen","Luzern","LU","Schweiz","CH",8.28626047187241,47.0865605028653,1024
6033,"Buchrain","Luzern","LU","Schweiz","CH",8.34796428014801,47.1017411081289,1052
6034,"Inwil","Luzern","LU","Schweiz","CH",8.36847387620639,47.1287705699828,1033
6035,"Perlen","Luzern","LU","Schweiz","CH",8.37065667,47.123109,1052
6036,"Dierikon","Luzern","LU","Schweiz","CH",8.37269489999522,47.0941754445351,1053
6037,"Root","Luzern","LU","Schweiz","CH",8.38855689228257,47.1112900054935,1065
6038,"Gisikon","Luzern","LU","Schweiz","CH",8.402839,47.1239,1057
6038,"Honau","Luzern","LU","Schweiz","CH",8.402839,47.1239,1057
6039,"Root Längenbold","Luzern","LU","Schweiz","CH",8.378017,47.106342,1065
6042,"Dietwil","Aargau","AG","Schweiz","CH",8.395151,47.147907,4231
6043,"Adligenswil","Luzern","LU","Schweiz","CH",8.36846881754391,47.0723234025354,1051
6044,"Udligenswil","Luzern","LU","Schweiz","CH",8.3996975436889,47.0910112683979,1067
6045,"Meggen","Luzern","LU","Schweiz","CH",8.37225284887435,47.0514228066188,1063
6047,"Kastanienbaum","Luzern","LU","Schweiz","CH",8.331412418,47.021619,1058
6048,"Horw","Luzern","LU","Schweiz","CH",8.3107675758154,47.0133959108102,1058
6052,"Hergiswil NW","Nidwalden","NW","Schweiz","CH",8.257239,46.979422,1507
6053,"Alpnachstad","Obwalden","OW","Schweiz","CH",8.284454695,46.972378,1401
6055,"Alpnach Dorf","Obwalden","OW","Schweiz","CH",8.270385,46.93876,1401
6056,"Kägiswil","Obwalden","OW","Schweiz","CH",8.26272,46.92166,1407
6060,"Sarnen","Obwalden","OW","Schweiz","CH",8.17648286868192,46.8984476369729,1407
6060,"Ramersberg","Obwalden","OW","Schweiz","CH",8.17648286868192,46.8984476369729,1407
6062,"Wilen (Sarnen)","Obwalden","OW","Schweiz","CH",8.224043,46.88066,1407
6063,"Stalden (Sarnen)","Obwalden","OW","Schweiz","CH",8.211209,46.886616,1407
6064,"Kerns","Obwalden","OW","Schweiz","CH",8.30137469412134,46.8398483570163,1404
6066,"St. Niklausen OW","Obwalden","OW","Schweiz","CH",8.281238,46.87474,1404
6067,"Melchtal","Obwalden","OW","Schweiz","CH",8.279129226,46.860868,1404
6068,"Melchsee-Frutt","Obwalden","OW","Schweiz","CH",8.270147,46.773405,1404
6072,"Sachseln","Obwalden","OW","Schweiz","CH",8.24628668962671,46.8340704315865,1406
6073,"Flüeli-Ranft","Obwalden","OW","Schweiz","CH",8.269222,46.872876,1406
6074,"Giswil","Obwalden","OW","Schweiz","CH",8.11886064783356,46.8358527921366,1403
6078,"Bürglen OW","Obwalden","OW","Schweiz","CH",8.167077,46.792809,1405
6078,"Lungern","Obwalden","OW","Schweiz","CH",8.167077,46.792809,1405
6083,"Hasliberg Hohfluh","Bern","BE","Schweiz","CH",8.175425,46.750395,783
6084,"Hasliberg Wasserwendi","Bern","BE","Schweiz","CH",8.196211,46.746919,783
6085,"Hasliberg Goldern","Bern","BE","Schweiz","CH",8.198599,46.73958,783
6086,"Hasliberg Reuti","Bern","BE","Schweiz","CH",8.209552,46.732661,783
6102,"Malters","Luzern","LU","Schweiz","CH",8.1901682343511,47.0428276737516,1062
6103,"Schwarzenberg LU","Luzern","LU","Schweiz","CH",8.182446,46.99973,1066
6105,"Schachen LU","Luzern","LU","Schweiz","CH",8.14518,47.03598,1009
6106,"Werthenstein","Luzern","LU","Schweiz","CH",8.10664,47.037715,1009
6110,"Fontannen b. Wolhusen","Luzern","LU","Schweiz","CH",8.0566870780383,47.0531947288089,1107
6110,"Wolhusen","Luzern","LU","Schweiz","CH",8.0566870780383,47.0531947288089,1107
6112,"Doppleschwand","Luzern","LU","Schweiz","CH",8.050845,47.012996,1001
6113,"Romoos","Luzern","LU","Schweiz","CH",7.99756,47.000749,1007
6114,"Steinhuserberg","Luzern","LU","Schweiz","CH",8.0476,47.042049,1107
6122,"Menznau","Luzern","LU","Schweiz","CH",8.03045331589519,47.0673745254152,1136
6123,"Geiss","Luzern","LU","Schweiz","CH",8.056316,47.090733,1136
6125,"Menzberg","Luzern","LU","Schweiz","CH",7.997141,47.036931,1136
6126,"Daiwil","Luzern","LU","Schweiz","CH",8.013274,47.09674,1151
6130,"Willisau","Luzern","LU","Schweiz","CH",7.98612257057797,47.1019469659613,1151
6132,"Rohrmatt","Luzern","LU","Schweiz","CH",7.98589,47.08295,1151
6133,"Hergiswil b. Willisau","Luzern","LU","Schweiz","CH",7.955306,47.06047,1132
6142,"Gettnau","Luzern","LU","Schweiz","CH",7.96672315024147,47.1385848141284,1151
6143,"Ohmstal","Luzern","LU","Schweiz","CH",7.952664,47.164099,1143
