"pincode","city","canton","canton_code","country","country_code"
8840,"Trachslau","Schwyz","SZ","Schweiz","CH"
8840,"Einsiedeln","Schwyz","SZ","Schweiz","CH"
8841,"Gross","Schwyz","SZ","Schweiz","CH"
8842,"Unteriberg","Schwyz","SZ","Schweiz","CH"
8843,"Oberiberg","Schwyz","SZ","Schweiz","CH"
8844,"Euthal","Schwyz","SZ","Schweiz","CH"
8845,"Studen SZ","Schwyz","SZ","Schweiz","CH"
8846,"Willerzell","Schwyz","SZ","Schweiz","CH"
8847,"Egg SZ","Schwyz","SZ","Schweiz","CH"
8849,"Alpthal","Schwyz","SZ","Schweiz","CH"
8852,"Altendorf","Schwyz","SZ","Schweiz","CH"
8853,"Lachen SZ","Schwyz","SZ","Schweiz","CH"
8854,"Siebnen","Schwyz","SZ","Schweiz","CH"
8854,"Galgenen","Schwyz","SZ","Schweiz","CH"
8855,"Wangen SZ","Schwyz","SZ","Schweiz","CH"
8856,"Tuggen","Schwyz","SZ","Schweiz","CH"
8857,"Vorderthal","Schwyz","SZ","Schweiz","CH"
8858,"Innerthal","Schwyz","SZ","Schweiz","CH"
